budget,language,popularity,date,revenue,title,rating,vote_count,Drama,Action,Adventure,Comedy,Horror,Science Fiction,History,Others
75000000,en,6.540621,6/4/2010,98159963,Killers,5.7,792,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
40000000,en,7.33335,6/4/2010,90029656,Get Him to the Greek,5.9,626,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5000000,en,1.608163,6/4/2010,31649,Meet Monica Velour,5.5,12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
110000000,en,16.747793,6/10/2010,177238796,The A-Team,6.2,1737,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
40000000,en,11.690781,6/10/2010,357852395,The Karate Kid,6.2,1675,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2000000,en,7.27941,6/11/2010,13831503,Winter's Bone,6.8,575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117000000,en,12.758942,6/15/2010,261930431,Knight and Day,5.9,1583,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
200000000,en,16.96647,6/16/2010,1066969703,Toy Story 3,7.6,4710,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10400000,en,3.106814,6/16/2010,20967660,71: Into the Fire,7,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8000000,en,6.712894,6/17/2010,3453043,Wild Target,6.4,218,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2000000,en,12.805294,6/17/2010,572809,I Spit on Your Grave,6.3,537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
47000000,en,9.482806,6/18/2010,10539000,Jonah Hex,4.5,427,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
500000,en,6.154375,6/18/2010,4242978,Monsters,6.2,597,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
4500000,hi,1.160169,6/18/2010,4200000,Raavan,4.2,15,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
68000000,en,34.047399,6/23/2010,698491347,The Twilight Saga: Eclipse,5.9,2382,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80000000,en,23.981251,6/24/2010,271430189,Grown Ups,6,1746,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
150000000,en,9.544657,6/30/2010,318502923,The Last Airbender,4.7,1180,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40000000,en,9.034929,7/3/2010,126248813,Predators,6,1231,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
8000000,en,8.172013,7/6/2010,6491240,It's Kind of a Funny Story,6.9,691,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
69000000,en,22.274502,7/8/2010,543513985,Despicable Me,7.1,6595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3500000,en,5.899155,7/9/2010,34705850,The Kids Are All Right,6.5,512,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
500000,en,5.305905,7/9/2010,98017,Rubber,5.7,252,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
80000000,en,17.674048,7/10/2010,140073390,Legend of the Guardians: The Owls of Ga'Hoole,6.5,715,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
150000000,en,12.533525,7/13/2010,215283742,The Sorcerer's Apprentice,5.9,1526,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
160000000,en,29.108149,7/14/2010,825532764,Inception,8.1,14075,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
37000000,ja,8.636052,7/16/2010,145570827,The Secret World of Arrietty,7.4,701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
110000000,en,8.704455,7/21/2010,293329073,Salt,6.2,2125,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7500000,hi,0.494047,7/23/2010,10000000,Khatta Meetha,5.1,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
60000000,en,13.793301,7/27/2010,47664559,Scott Pilgrim vs. the World,7.2,2185,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
69000000,en,11.623718,7/30/2010,86387857,Dinner for Schmucks,5.5,542,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
85000000,en,7.941637,7/30/2010,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,122,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7000000,en,3.18614,8/1/2010,453079,The Extra Man,5.9,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
80000000,en,14.75562,8/3/2010,274470394,The Expendables,6,2977,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
30000000,en,9.111782,8/4/2010,159291809,Step Up 3D,6.6,595,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2745000,he,0.63535,8/5/2010,5850000,This is Sodom,7.5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
100000000,en,12.536621,8/6/2010,170432927,The Other Guys,6.1,1406,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
14000000,en,10.279685,8/6/2010,1755212,Flipped,7.4,426,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27000000,en,4.983475,8/8/2010,16504936,"Tomorrow, When the War Began",6.2,195,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60000000,en,15.904834,8/12/2010,204594016,Eat Pray Love,5.8,655,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2270000,hi,2.927226,8/13/2010,6900000,PEEPLI [Live],7.7,17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
155000000,en,12.383398,8/13/2010,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1555,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20000000,en,8.129407,8/18/2010,80547866,Vampires Suck,4.2,326,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
24000000,en,8.212132,8/20/2010,83188165,Piranha 3D,5.3,599,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
35000000,en,7.681383,8/20/2010,60251371,Secretariat,6.8,103,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000,en,5.416588,8/26/2010,617000,Howl,6.8,68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2500000,en,12.525758,8/26/2010,52604,Hatchet II,5.6,91,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
32000000,en,7.000421,8/26/2010,69055695,Takers,6.1,399,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1800000,en,6.397109,8/27/2010,67738090,The Last Exorcism,5.6,330,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,4.163207,8/27/2010,55089,Inhale,6.3,39,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,7.275649,8/31/2010,65464324,The American,5.8,488,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,7.120403,9/1/2010,31327899,Machete,6.3,1171,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
32000000,en,6.876053,9/1/2010,42045846,Going the Distance,6,271,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
70000000,en,9.819864,9/2/2010,134748021,Wall Street: Money Never Sleeps,5.8,504,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000000,en,9.402082,9/3/2010,20348249,The Way Back,6.8,462,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
6800000,fr,8.596012,9/4/2010,7103838,Incendies,7.9,496,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,11.260387,9/6/2010,414211549,The King's Speech,7.6,2817,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
60000000,en,0.452934,9/9/2010,300228084,Resident Evil: Afterlife,5.8,1382,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2500000,en,8.309635,9/9/2010,324138,Super,6.6,446,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6000000,ja,9.534232,9/9/2010,17555141,13 Assassins,7.1,362,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8000000,en,15.138144,9/10/2010,74952305,Easy A,6.7,2282,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4500000,en,8.786269,9/10/2010,123820,The Romantics,4.8,83,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2000000,en,2.235068,9/10/2010,563706,The Virginity Hit,4.6,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
9500000,en,7.778097,9/10/2010,120000,Trust,6.6,314,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,5.481452,9/10/2010,15478800,The Conspirator,6.2,138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6200000,ko,1.077252,9/10/2010,4820000,Late Autumn,6.9,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12500000,en,11.024462,9/11/2010,6732980,Conviction,7,195,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,8.419427,9/11/2010,1068682,Vanishing on 7th Street,4.8,165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3200000,en,6.72639,9/11/2010,5332926,Beginners,6.8,353,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4000000,en,10.964499,9/12/2010,55125,Dirty Girl,6.4,71,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1500000,en,17.24814,9/13/2010,97009150,Insidious,6.8,1775,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10000000,en,5.727987,9/13/2010,498974,The Ward,5.8,334,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
37000000,en,13.081203,9/15/2010,154026136,The Town,7,1516,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15000000,en,8.278794,9/15/2010,9455232,Never Let Me Go,6.8,755,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12500000,en,8.5508,9/16/2010,1083683,Casino Jack,6,94,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10000000,fr,6.091224,9/16/2010,17511906,Sarah's Key,7.2,200,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000,en,5.174738,9/17/2010,3045943,Catfish,6.5,201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
20000000,en,8.16645,9/17/2010,39300000,Alpha and Omega,5.3,125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
13000000,zh,7.17548,9/18/2010,51723285,Detective Dee and the Mystery of the Phantom Flame,6.5,101,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1987650,en,7.389437,9/24/2010,19152480,Buried,6.6,853,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20000000,en,12.820452,9/24/2010,32005248,You Again,6,380,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6400000,hi,1.82294,9/24/2010,5900000,Anjaana Anjaani,6.1,27,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
40000000,en,16.972995,9/30/2010,224920315,The Social Network,7.1,3492,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
650000,en,7.814255,9/30/2010,33245,Stake Land,6.2,290,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
20000000,en,11.11946,10/1/2010,24145613,Let Me In,6.7,656,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4000000,it,6.700081,10/1/2010,65584679,Welcome to the South,6.6,395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3000000,en,2.444847,10/1/2010,103735,Freakonomics,6.7,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
26400000,ta,4.330396,10/1/2010,62000000,Enthiran,6.5,46,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
38000000,en,7.824962,10/2/2010,105610124,Life As We Know It,6.6,873,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
500000,sr,1.018477,10/6/2010,198,Skinning,5.9,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22000000,en,11.275132,10/7/2010,9479718,Stone,5.2,195,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000000,en,10.30535,10/8/2010,7871522,Inside Job,7.7,287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
25000000,en,5.282976,10/8/2010,19829957,My Soul to Take,5.2,150,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6000000,ca,3.546146,10/10/2010,3770657,Black Bread,6.9,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58000000,en,12.595165,10/13/2010,71664962,RED,6.6,2858,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
20000000,en,10.997518,10/15/2010,117224271,Jackass 3D,6.4,434,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
50000000,en,7.942766,10/15/2010,105197635,Hereafter,5.8,517,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5000000,en,4.779994,10/15/2010,2614773,Everything Must Go,6,210,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
250000000,en,23.300362,10/17/2010,954305868,Harry Potter and the Deathly Hallows: Part 1,7.5,5708,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3837625,en,0.749665,10/19/2010,3867000,West Is West,6.3,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3000000,en,7.388933,10/20/2010,177512032,Paranormal Activity 2,5.7,734,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,fr,7.594334,10/20/2010,48531470,Little White Lies,7.1,396,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20000000,en,16.626655,10/21/2010,136150434,Saw: The Final Chapter,5.8,758,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15000000,en,5.858803,10/21/2010,4882577,The Company Men,6.4,218,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30000000,en,7.524794,10/26/2010,8454301,Barney's Version,7.2,131,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
130000000,en,11.603905,10/28/2010,321887208,Megamind,6.7,1968,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
30000000,en,6.212898,10/28/2010,102000000,The Other Woman,6,131,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,7.787593,10/29/2010,4349187,Burke & Hare,6.1,151,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3500000,nb,6.097684,10/29/2010,4159678,Troll Hunter,6.7,590,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
14734000,fr,2.156145,11/3/2010,6775121,The Princess of Montpensier,6.4,42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
65000000,en,11.73956,11/4/2010,211780824,Due Date,6.2,1737,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
100000000,en,12.697059,11/4/2010,167805466,Unstoppable,6.3,1193,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18000000,en,11.176797,11/5/2010,35692920,127 Hours,7,2668,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
8000000,en,5.000657,11/5/2010,18124262,Another Year,7,97,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
25000000,en,8.67817,11/6/2010,36993168,Don't Be Afraid of the Dark,5.4,347,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,11.421915,11/10/2010,4644108,London Boulevard,5.7,261,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10000000,en,7.676017,11/11/2010,66821036,Skyline,4.7,516,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
65000,en,2.799356,11/12/2010,416498,Tiny Furniture,5.6,60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30000000,en,9.591425,11/18/2010,51148651,The Next Three Days,6.9,927,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30000000,en,7.575696,11/22/2010,102820008,Love & Other Drugs,6.6,1268,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
24000000,en,9.014972,11/23/2010,23081726,Faster,6.1,577,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
55000000,en,9.276539,11/23/2010,89519773,Burlesque,6.9,581,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260000000,en,14.684761,11/24/2010,591794936,Tangled,7.4,3419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
90000000,en,3.394928,11/24/2010,16178959,The Nutcracker: The Untold Story,5.3,52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12000000,ja,5.23198,12/1/2010,11212294,Space Battleship Yamato,6.3,59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
13000000,en,12.989056,12/2/2010,327803731,Black Swan,7.3,4562,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
42000000,en,5.510805,12/2/2010,11087569,The Warrior's Way,6.3,138,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
100000000,en,12.845045,12/8/2010,278731369,The Tourist,6,1744,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1500000,nl,4.330658,12/9/2010,8786756,New Kids Turbo,6.3,73,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
170000000,en,21.259,12/10/2010,400062763,TRON: Legacy,6.3,2895,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3000000,sv,0.702712,12/10/2010,4800080,Beyond,6.2,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80000000,en,6.598296,12/11/2010,201584141,Yogi Bear,5.2,228,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
5000000,ru,2.025505,12/12/2010,22772019,Six Degrees of Celebration,6.1,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5000000,en,7.007993,12/16/2010,5129058,Rabbit Hole,6.8,167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25000000,en,14.141837,12/17/2010,93617009,The Fighter,7.2,1512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120000000,en,5.458387,12/17/2010,48668907,How Do You Know,4.9,229,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7000000,es,4.896196,12/17/2010,3218666,The Last Circus,6.6,95,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
100000000,en,9.73941,12/21/2010,310650585,Little Fockers,5.5,1092,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
38000000,en,10.730765,12/22/2010,252276927,True Grit,7.2,1701,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15000000,en,4.582024,12/22/2010,20529194,Country Strong,5.9,80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
112000000,en,7.565799,12/25/2010,237382724,Gulliver's Travels,4.9,633,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3500000,en,11.107914,12/27/2010,16566240,Blue Valentine,6.9,911,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3000000,ru,1.412333,12/29/2010,19010585,Tri bogatyrya i Shamakhanskaya tsaritsa,5.6,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6000000,en,8.278079,1/1/2011,5206,The Good Doctor,5,52,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
40000000,en,13.471159,1/7/2011,88100000,Season of the Witch,5.2,756,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
120000000,en,7.888013,1/12/2011,227817248,The Green Hornet,5.5,1274,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
70000000,en,7.513067,1/13/2011,67112664,The Dilemma,5.2,306,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
36000000,en,9.244469,1/13/2011,189712432,Gnomeo & Juliet,5.8,547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
40000000,en,9.832342,1/13/2011,51070807,The Mechanic,6.3,1066,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
29000000,cn,5.311245,1/20/2011,33662874,Shaolin,6.5,102,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17000000,en,7.364563,1/21/2011,43165571,Beastly,5.9,878,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25000000,en,8.88057,1/21/2011,147780440,No Strings Attached,6.1,1367,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2000000,en,10.239941,1/21/2011,13101672,Silent House,5.2,125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
45202,en,4.955542,1/27/2011,225861,Life in a Day,7.3,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
37000000,en,7.128117,1/28/2011,96047633,The Rite,5.8,577,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8000000,en,6.496259,2/2/2011,1749457,Chalet Girl,6.4,209,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5650000,de,5.24461,2/2/2011,43000000,Kokowaah,6.4,103,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30000000,en,7.000775,2/3/2011,108609310,Sanctum,5.8,347,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16000000,en,8.453293,2/4/2011,40492759,The Roommate,5.3,230,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
25000000,en,6.196929,2/8/2011,27122040,The Eagle,5.9,426,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80000000,en,9.267959,2/10/2011,214918407,Just Go with It,6.3,1588,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21000000,en,5.484379,2/11/2011,970816,The Beaver,6.2,281,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19100000,en,6.681211,2/11/2011,5728213,The Devil's Double,6.5,208,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
13000000,en,5.892524,2/11/2011,98441954,Justin Bieber: Never Say Never,4.8,156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
40000000,en,10.24382,2/14/2011,97552050,Paul,6.5,1825,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7700000,en,6.914615,2/14/2011,1072602,Coriolanus,5.9,133,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30000000,en,14.443599,2/16/2011,130786397,Unknown,6.5,1288,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32000000,en,7.564777,2/16/2011,83615414,"Big Mommas: Like Father, Like Son",5.3,322,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
50000000,en,9.388376,2/18/2011,144492830,I Am Number Four,5.9,1606,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
50000000,en,7.668829,2/24/2011,28931401,Drive Angry,5.3,608,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4317946,de,12.452985,2/24/2011,14624826,Pina,7.3,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
36000000,en,9.13273,2/25/2011,83160734,Hall Pass,5.4,627,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
135000000,en,10.581925,3/2/2011,245724603,Rango,6.6,2094,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
15000000,en,11.239012,3/2/2011,59389433,One Day,7,1006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50200000,en,9.420301,3/3/2011,127869379,The Adjustment Bureau,6.5,1677,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
19000000,en,8.132811,3/4/2011,6928068,Take Me Home Tonight,6.2,215,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
27000000,en,12.114955,3/8/2011,161849455,Limitless,7.1,3888,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
70000000,en,6.753746,3/8/2011,202466756,Battle: Los Angeles,5.5,1462,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
150000000,en,7.24717,3/9/2011,38992758,Mars Needs Moms,5.6,202,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3500000,nl,1.426776,3/10/2011,18000000,Vipers Nest,5.2,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42000000,en,10.174298,3/11/2011,89162162,Red Riding Hood,5.7,958,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3000000,en,7.406609,3/13/2011,22000,The Divide,5.7,198,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
38000000,en,7.649466,3/15/2011,114156230,Water for Elephants,6.7,879,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110000000,en,25.9725,3/15/2011,712171856,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
